,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
5454,7537.0,341.0,313.0,0.0,1.0,21.0,0.0,0.0,0.0,1.0,0.0,333.0,0.0
5455,6465.0,2033.0,414.0,1.0,0.0,27.0,9.0,2924.0,0.0,1.0,0.0,9463.0,1.0
5456,7570.0,2342.0,268.0,1.0,1.0,16.0,9.0,4438.0,1.0,1.0,0.0,8955.0,0.0
5457,6397.0,2345.0,347.0,1.0,1.0,44.0,10.0,702.0,0.0,1.0,1.0,2093.0,0.0
5458,8924.0,2776.0,244.0,2.0,1.0,17.0,2.0,2660.0,0.0,1.0,0.0,4534.0,0.0
5459,2047.0,2831.0,139.0,2.0,0.0,18.0,7.0,0.0,1.0,1.0,0.0,4025.0,0.0
5460,4120.0,8.0,270.0,1.0,1.0,23.0,5.0,3439.0,1.0,0.0,1.0,6043.0,0.0
5461,935.0,2217.0,140.0,2.0,1.0,13.0,2.0,3120.0,1.0,0.0,0.0,2021.0,0.0
5462,5087.0,1172.0,303.0,0.0,0.0,11.0,5.0,1558.0,0.0,0.0,0.0,5625.0,0.0
5463,7359.0,1686.0,340.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,7637.0,0.0
5464,9202.0,2263.0,165.0,0.0,0.0,18.0,0.0,4422.0,0.0,0.0,1.0,8887.0,0.0
5465,9180.0,472.0,256.0,1.0,0.0,23.0,1.0,819.0,2.0,1.0,0.0,9450.0,0.0
5466,1822.0,1469.0,459.0,1.0,1.0,14.0,3.0,4659.0,0.0,0.0,1.0,7967.0,0.0
5467,590.0,255.0,182.0,2.0,1.0,15.0,0.0,5823.0,0.0,1.0,1.0,7510.0,0.0
5468,6911.0,481.0,200.0,0.0,1.0,27.0,5.0,0.0,1.0,1.0,1.0,7779.0,0.0
5469,4504.0,159.0,332.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1207.0,0.0
5470,6823.0,2593.0,226.0,0.0,1.0,7.0,1.0,1763.0,1.0,1.0,1.0,5780.0,0.0
5471,2251.0,1693.0,313.0,1.0,0.0,21.0,10.0,1760.0,1.0,1.0,0.0,8585.0,1.0
5472,9548.0,1339.0,66.0,1.0,1.0,24.0,4.0,3802.0,0.0,0.0,1.0,6326.0,0.0
5473,1234.0,483.0,396.0,1.0,0.0,20.0,3.0,5762.0,0.0,1.0,1.0,1396.0,0.0
5474,5218.0,1228.0,260.0,0.0,0.0,16.0,9.0,0.0,1.0,1.0,0.0,6930.0,0.0
5475,7294.0,2638.0,221.0,1.0,1.0,24.0,5.0,4956.0,0.0,1.0,1.0,2107.0,0.0
5476,6328.0,1606.0,437.0,2.0,1.0,29.0,0.0,2360.0,1.0,1.0,0.0,4169.0,1.0
5477,9479.0,2829.0,333.0,0.0,0.0,16.0,2.0,0.0,1.0,1.0,1.0,5954.0,0.0
5478,8346.0,1314.0,257.0,1.0,1.0,26.0,9.0,2480.0,1.0,1.0,1.0,4591.0,0.0
5479,3304.0,2296.0,178.0,2.0,1.0,17.0,3.0,2952.0,0.0,0.0,0.0,4735.0,0.0
5480,3716.0,2015.0,374.0,1.0,0.0,16.0,8.0,4584.0,1.0,0.0,0.0,2293.0,0.0
5481,1606.0,396.0,186.0,1.0,0.0,26.0,1.0,5502.0,0.0,0.0,1.0,2183.0,1.0
5482,3059.0,1711.0,212.0,2.0,1.0,28.0,2.0,0.0,1.0,1.0,0.0,8716.0,0.0
5483,4010.0,1666.0,177.0,2.0,1.0,10.0,1.0,3848.0,0.0,0.0,0.0,2225.0,0.0
5484,1194.0,2111.0,357.0,1.0,1.0,27.0,2.0,3192.0,0.0,0.0,0.0,3653.0,1.0
5485,7516.0,2897.0,182.0,2.0,1.0,20.0,4.0,0.0,1.0,1.0,1.0,9812.0,0.0
5486,8741.0,665.0,380.0,2.0,0.0,23.0,5.0,0.0,1.0,0.0,1.0,4641.0,0.0
5487,9363.0,416.0,372.0,0.0,1.0,17.0,0.0,0.0,0.0,1.0,1.0,1531.0,0.0
5488,2485.0,715.0,19.0,0.0,0.0,17.0,7.0,2969.0,0.0,1.0,1.0,5514.0,0.0
5489,5529.0,1242.0,337.0,0.0,1.0,15.0,8.0,4092.0,0.0,0.0,1.0,1768.0,0.0
5490,6258.0,1056.0,264.0,2.0,0.0,60.0,2.0,0.0,1.0,0.0,1.0,9419.0,0.0
5491,2922.0,519.0,189.0,1.0,0.0,18.0,6.0,5164.0,1.0,1.0,1.0,8481.0,1.0
5492,99.0,1039.0,321.0,0.0,1.0,17.0,7.0,3626.0,0.0,1.0,1.0,3440.0,0.0
5493,4651.0,519.0,289.0,0.0,1.0,13.0,0.0,0.0,1.0,1.0,0.0,1774.0,0.0
5494,3069.0,1281.0,10.0,2.0,0.0,30.0,8.0,1285.0,0.0,0.0,0.0,6909.0,1.0
5495,1406.0,2880.0,330.0,0.0,1.0,17.0,10.0,0.0,1.0,1.0,0.0,3544.0,0.0
5496,3054.0,99.0,229.0,0.0,0.0,24.0,1.0,0.0,1.0,0.0,1.0,3254.0,0.0
5497,5792.0,165.0,383.0,2.0,0.0,18.0,8.0,2965.0,0.0,0.0,0.0,5092.0,0.0
5498,6459.0,880.0,172.0,0.0,1.0,17.0,3.0,2053.0,0.0,0.0,0.0,1940.0,0.0
5499,3318.0,533.0,459.0,1.0,0.0,9.0,8.0,2523.0,1.0,1.0,1.0,5563.0,0.0
5500,3030.0,2314.0,290.0,0.0,1.0,29.0,9.0,1373.0,0.0,1.0,1.0,119.0,0.0
5501,9240.0,2645.0,240.0,0.0,0.0,13.0,8.0,4656.0,0.0,1.0,0.0,9494.0,0.0
5502,9999.0,30.0,223.0,2.0,0.0,22.0,0.0,2642.0,0.0,1.0,1.0,3858.0,0.0
5503,2617.0,765.0,313.0,2.0,1.0,6.0,10.0,3389.0,0.0,1.0,1.0,6418.0,0.0
5504,2362.0,1689.0,395.0,0.0,1.0,14.0,0.0,3232.0,1.0,0.0,0.0,3962.0,0.0
5505,9480.0,737.0,143.0,0.0,0.0,35.0,7.0,0.0,1.0,1.0,1.0,4026.0,0.0
5506,5247.0,1730.0,199.0,2.0,1.0,16.0,0.0,242.0,1.0,0.0,1.0,8018.0,0.0
5507,385.0,229.0,192.0,2.0,0.0,22.0,3.0,100.0,0.0,1.0,0.0,5508.0,1.0
5508,59.0,1265.0,265.0,0.0,0.0,57.0,3.0,0.0,1.0,1.0,1.0,73.0,0.0
5509,7231.0,2595.0,206.0,0.0,1.0,15.0,9.0,0.0,1.0,1.0,0.0,2413.0,0.0
5510,2798.0,440.0,197.0,1.0,0.0,30.0,1.0,5039.0,1.0,1.0,0.0,1543.0,1.0
5511,5969.0,1190.0,276.0,1.0,1.0,14.0,0.0,1865.0,0.0,1.0,0.0,1018.0,0.0
5512,3487.0,2480.0,236.0,0.0,1.0,19.0,2.0,3664.0,0.0,0.0,1.0,4221.0,0.0
5513,5105.0,1736.0,317.0,0.0,0.0,15.0,8.0,0.0,1.0,0.0,1.0,760.0,0.0
5514,8293.0,704.0,250.0,0.0,1.0,47.0,0.0,23.0,0.0,1.0,0.0,1597.0,1.0
5515,7065.0,859.0,136.0,1.0,0.0,10.0,2.0,3539.0,1.0,1.0,1.0,7795.0,0.0
5516,160.0,661.0,201.0,0.0,1.0,19.0,3.0,1340.0,0.0,1.0,1.0,166.0,0.0
5517,6563.0,1035.0,74.0,0.0,1.0,15.0,8.0,0.0,1.0,1.0,0.0,8886.0,0.0
5518,483.0,858.0,237.0,0.0,1.0,21.0,6.0,0.0,1.0,0.0,0.0,6742.0,0.0
5519,8802.0,686.0,287.0,0.0,1.0,25.0,1.0,4343.0,0.0,1.0,0.0,5572.0,1.0
5520,3337.0,2751.0,179.0,0.0,0.0,43.0,6.0,4966.0,0.0,1.0,1.0,2207.0,0.0
5521,5446.0,918.0,424.0,0.0,1.0,19.0,1.0,5969.0,0.0,1.0,0.0,3338.0,0.0
5522,4829.0,336.0,426.0,0.0,0.0,19.0,6.0,625.0,1.0,1.0,0.0,4039.0,0.0
5523,2363.0,1829.0,326.0,0.0,1.0,17.0,4.0,0.0,0.0,1.0,1.0,8364.0,0.0
5524,3545.0,2857.0,250.0,0.0,0.0,35.0,0.0,3545.0,1.0,0.0,1.0,8008.0,0.0
5525,8709.0,2106.0,233.0,0.0,1.0,33.0,10.0,3504.0,1.0,1.0,1.0,6424.0,0.0
5526,8348.0,1589.0,188.0,1.0,1.0,31.0,4.0,6049.0,0.0,1.0,1.0,6193.0,0.0
5527,4950.0,884.0,307.0,0.0,1.0,20.0,2.0,4101.0,0.0,1.0,1.0,2028.0,0.0
5528,7599.0,942.0,254.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,1.0,4879.0,0.0
5529,9879.0,2888.0,300.0,0.0,1.0,16.0,8.0,4400.0,1.0,1.0,0.0,4561.0,0.0
5530,6819.0,1093.0,247.0,0.0,1.0,16.0,6.0,2747.0,0.0,1.0,1.0,4887.0,0.0
5531,5237.0,1808.0,314.0,0.0,0.0,13.0,3.0,3187.0,0.0,0.0,0.0,9133.0,0.0
5532,1444.0,1233.0,329.0,0.0,1.0,15.0,9.0,0.0,1.0,1.0,1.0,7170.0,0.0
5533,4359.0,1822.0,162.0,2.0,1.0,26.0,4.0,0.0,0.0,1.0,0.0,554.0,0.0
5534,4508.0,446.0,267.0,0.0,0.0,11.0,8.0,0.0,1.0,0.0,1.0,6537.0,0.0
5535,5151.0,384.0,257.0,1.0,0.0,14.0,8.0,5724.0,2.0,1.0,0.0,9535.0,1.0
5536,9212.0,77.0,245.0,2.0,1.0,27.0,0.0,0.0,1.0,1.0,1.0,7971.0,0.0
5537,6795.0,2754.0,136.0,1.0,0.0,23.0,10.0,4585.0,0.0,1.0,1.0,2841.0,0.0
5538,4851.0,392.0,326.0,1.0,0.0,10.0,9.0,680.0,1.0,0.0,0.0,1979.0,0.0
5539,8959.0,2549.0,223.0,2.0,1.0,21.0,3.0,5494.0,0.0,0.0,0.0,2780.0,0.0
5540,1578.0,2662.0,346.0,0.0,1.0,25.0,0.0,588.0,0.0,1.0,0.0,1951.0,1.0
5541,36.0,1902.0,196.0,2.0,1.0,33.0,3.0,740.0,0.0,0.0,1.0,7473.0,0.0
5542,3955.0,346.0,291.0,0.0,0.0,17.0,2.0,6233.0,0.0,1.0,1.0,3160.0,1.0
5543,769.0,2098.0,319.0,0.0,1.0,20.0,3.0,4142.0,0.0,1.0,1.0,7762.0,0.0
5544,3384.0,2206.0,116.0,0.0,1.0,24.0,6.0,0.0,1.0,1.0,0.0,1709.0,0.0
5545,9632.0,1108.0,218.0,1.0,1.0,15.0,6.0,1193.0,0.0,0.0,0.0,4694.0,0.0
5546,2705.0,1763.0,395.0,0.0,1.0,14.0,9.0,0.0,1.0,1.0,0.0,6684.0,0.0
5547,5925.0,1790.0,297.0,0.0,1.0,20.0,7.0,5307.0,0.0,1.0,0.0,8767.0,1.0
5548,2934.0,2165.0,319.0,0.0,1.0,20.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0
5549,43.0,686.0,388.0,2.0,1.0,15.0,3.0,0.0,1.0,1.0,0.0,1507.0,0.0
5550,8489.0,2661.0,342.0,0.0,0.0,26.0,6.0,6028.0,0.0,0.0,1.0,9844.0,0.0
5551,9386.0,800.0,192.0,1.0,0.0,8.0,10.0,377.0,1.0,1.0,0.0,4852.0,0.0
5552,3401.0,717.0,236.0,0.0,1.0,23.0,3.0,0.0,1.0,1.0,0.0,6659.0,0.0
5553,3406.0,2107.0,275.0,1.0,1.0,13.0,3.0,3490.0,1.0,1.0,1.0,5616.0,0.0
5554,8757.0,1696.0,229.0,2.0,1.0,20.0,0.0,0.0,1.0,1.0,1.0,1869.0,0.0
5555,262.0,2631.0,223.0,2.0,0.0,21.0,6.0,0.0,1.0,1.0,1.0,8196.0,0.0
5556,5689.0,1079.0,215.0,0.0,1.0,22.0,6.0,3156.0,1.0,1.0,0.0,2277.0,0.0
5557,5598.0,1805.0,309.0,1.0,0.0,21.0,5.0,5103.0,1.0,1.0,1.0,9475.0,0.0
5558,3175.0,1643.0,286.0,1.0,1.0,16.0,0.0,3800.0,0.0,1.0,1.0,1272.0,1.0
5559,6566.0,2031.0,459.0,1.0,1.0,18.0,5.0,3201.0,0.0,1.0,0.0,9569.0,1.0
5560,2604.0,1012.0,173.0,0.0,1.0,17.0,4.0,0.0,0.0,1.0,0.0,7948.0,0.0
5561,657.0,1689.0,380.0,2.0,0.0,38.0,2.0,0.0,0.0,1.0,1.0,1226.0,1.0
5562,1922.0,1552.0,229.0,2.0,1.0,24.0,9.0,3330.0,0.0,1.0,1.0,1452.0,0.0
5563,6371.0,2551.0,219.0,2.0,1.0,28.0,5.0,1078.0,0.0,1.0,0.0,2666.0,0.0
5564,5369.0,1476.0,218.0,2.0,1.0,21.0,2.0,4781.0,1.0,1.0,0.0,461.0,0.0
5565,2811.0,417.0,292.0,1.0,1.0,17.0,5.0,5132.0,0.0,0.0,1.0,1310.0,0.0
5566,9220.0,2857.0,242.0,1.0,1.0,24.0,3.0,3743.0,0.0,0.0,1.0,592.0,0.0
5567,8864.0,440.0,285.0,1.0,1.0,10.0,1.0,303.0,1.0,1.0,1.0,6453.0,0.0
5568,1125.0,254.0,302.0,0.0,1.0,20.0,0.0,6344.0,1.0,1.0,1.0,719.0,0.0
5569,5442.0,2607.0,318.0,0.0,1.0,18.0,0.0,0.0,1.0,1.0,0.0,2282.0,0.0
5570,3200.0,2089.0,178.0,1.0,1.0,17.0,2.0,2309.0,2.0,1.0,0.0,5495.0,1.0
5571,5721.0,1941.0,293.0,2.0,0.0,20.0,3.0,4417.0,2.0,1.0,0.0,212.0,1.0
5572,1874.0,1782.0,174.0,0.0,1.0,16.0,6.0,0.0,0.0,1.0,1.0,3131.0,0.0
5573,2512.0,2206.0,290.0,0.0,1.0,11.0,8.0,0.0,0.0,1.0,0.0,3297.0,0.0
5574,7932.0,99.0,112.0,2.0,0.0,18.0,9.0,0.0,1.0,1.0,1.0,806.0,0.0
5575,8705.0,1491.0,265.0,0.0,1.0,22.0,2.0,0.0,1.0,1.0,1.0,9040.0,0.0
5576,2788.0,835.0,175.0,1.0,1.0,47.0,4.0,3211.0,0.0,1.0,0.0,5393.0,1.0
5577,6427.0,440.0,201.0,0.0,0.0,44.0,5.0,0.0,0.0,1.0,1.0,5043.0,0.0
5578,6440.0,1895.0,296.0,2.0,0.0,32.0,5.0,0.0,1.0,1.0,0.0,5531.0,0.0
5579,470.0,166.0,295.0,2.0,1.0,4.0,8.0,0.0,1.0,0.0,0.0,7140.0,0.0
5580,8831.0,2807.0,225.0,2.0,1.0,12.0,2.0,0.0,1.0,1.0,0.0,9945.0,0.0
5581,9886.0,2535.0,103.0,2.0,1.0,49.0,5.0,0.0,1.0,1.0,1.0,4289.0,0.0
5582,1239.0,339.0,143.0,0.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,7228.0,0.0
5583,2151.0,765.0,304.0,2.0,0.0,13.0,8.0,0.0,1.0,0.0,1.0,6604.0,0.0
5584,8093.0,690.0,188.0,2.0,0.0,13.0,9.0,0.0,1.0,1.0,0.0,5632.0,0.0
5585,3609.0,2762.0,41.0,1.0,1.0,20.0,2.0,4515.0,1.0,1.0,1.0,3556.0,0.0
5586,5345.0,1184.0,425.0,1.0,0.0,7.0,2.0,5426.0,1.0,1.0,1.0,1753.0,0.0
5587,1946.0,80.0,339.0,0.0,0.0,19.0,1.0,0.0,1.0,1.0,1.0,6236.0,0.0
5588,5563.0,2679.0,202.0,0.0,0.0,17.0,6.0,4362.0,1.0,1.0,1.0,3874.0,0.0
5589,868.0,1416.0,324.0,1.0,0.0,19.0,9.0,1996.0,0.0,0.0,0.0,7179.0,1.0
5590,4627.0,2659.0,384.0,1.0,1.0,7.0,10.0,157.0,1.0,1.0,0.0,705.0,0.0
5591,1648.0,2084.0,148.0,0.0,1.0,20.0,5.0,0.0,1.0,1.0,0.0,2313.0,0.0
5592,4173.0,1549.0,185.0,2.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,3578.0,0.0
5593,1269.0,948.0,226.0,2.0,1.0,32.0,7.0,0.0,0.0,1.0,0.0,9253.0,1.0
5594,3680.0,933.0,297.0,0.0,1.0,22.0,6.0,0.0,0.0,1.0,1.0,2339.0,0.0
5595,2001.0,527.0,217.0,0.0,1.0,15.0,4.0,0.0,0.0,0.0,1.0,6538.0,0.0
5596,9253.0,1260.0,206.0,2.0,1.0,17.0,9.0,0.0,2.0,0.0,1.0,3627.0,1.0
5597,9991.0,871.0,279.0,0.0,0.0,24.0,6.0,2557.0,0.0,1.0,1.0,3264.0,0.0
5598,2624.0,1382.0,225.0,1.0,0.0,39.0,7.0,2948.0,0.0,1.0,1.0,5241.0,0.0
5599,2783.0,2422.0,188.0,1.0,0.0,32.0,5.0,3022.0,0.0,0.0,1.0,9598.0,1.0
5600,1228.0,534.0,395.0,0.0,1.0,19.0,7.0,5961.0,1.0,1.0,1.0,3326.0,0.0
5601,4737.0,634.0,313.0,2.0,0.0,26.0,9.0,5588.0,0.0,1.0,0.0,7938.0,0.0
5602,7781.0,2593.0,405.0,0.0,0.0,32.0,1.0,1195.0,0.0,1.0,1.0,9462.0,0.0
5603,1685.0,1521.0,207.0,2.0,1.0,21.0,1.0,0.0,1.0,1.0,0.0,7956.0,0.0
5604,9560.0,289.0,211.0,0.0,1.0,31.0,0.0,6326.0,0.0,0.0,0.0,4882.0,0.0
5605,6591.0,838.0,228.0,0.0,1.0,40.0,5.0,5510.0,0.0,1.0,1.0,4299.0,0.0
5606,7040.0,1679.0,101.0,1.0,0.0,34.0,8.0,3682.0,0.0,1.0,0.0,509.0,1.0
5607,8232.0,1637.0,250.0,1.0,1.0,23.0,7.0,1902.0,2.0,1.0,0.0,867.0,0.0
5608,1546.0,2552.0,127.0,0.0,0.0,9.0,1.0,4388.0,0.0,1.0,1.0,7191.0,0.0
5609,3829.0,1934.0,232.0,2.0,0.0,22.0,4.0,0.0,2.0,1.0,0.0,1547.0,0.0
5610,8737.0,1595.0,342.0,0.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,638.0,0.0
5611,6216.0,2166.0,234.0,1.0,1.0,24.0,6.0,1587.0,0.0,1.0,0.0,4676.0,0.0
5612,7931.0,2484.0,368.0,0.0,0.0,13.0,1.0,2358.0,0.0,1.0,1.0,2058.0,0.0
5613,4942.0,534.0,213.0,0.0,0.0,14.0,7.0,3908.0,0.0,1.0,0.0,784.0,0.0
5614,9306.0,1050.0,121.0,2.0,0.0,28.0,3.0,0.0,1.0,1.0,1.0,2778.0,0.0
5615,8392.0,1595.0,129.0,0.0,0.0,11.0,8.0,1297.0,0.0,1.0,0.0,248.0,0.0
5616,748.0,1288.0,414.0,2.0,1.0,8.0,2.0,0.0,1.0,1.0,1.0,1217.0,0.0
5617,9273.0,1871.0,235.0,0.0,1.0,25.0,4.0,4648.0,0.0,1.0,0.0,6535.0,1.0
5618,8595.0,2128.0,265.0,0.0,1.0,20.0,10.0,0.0,0.0,1.0,1.0,6846.0,0.0
5619,3312.0,1362.0,394.0,2.0,1.0,23.0,0.0,0.0,1.0,1.0,1.0,9947.0,0.0
5620,7463.0,1047.0,162.0,0.0,1.0,13.0,6.0,0.0,1.0,0.0,0.0,6248.0,0.0
5621,9673.0,552.0,178.0,0.0,0.0,26.0,4.0,0.0,1.0,0.0,0.0,6737.0,0.0
5622,8029.0,2733.0,279.0,0.0,1.0,20.0,10.0,962.0,0.0,0.0,0.0,7247.0,0.0
5623,5238.0,1521.0,195.0,2.0,1.0,24.0,6.0,0.0,1.0,1.0,1.0,6186.0,0.0
5624,595.0,439.0,226.0,2.0,0.0,27.0,1.0,0.0,0.0,1.0,0.0,7189.0,0.0
5625,3884.0,257.0,117.0,0.0,0.0,42.0,7.0,5037.0,0.0,1.0,1.0,6495.0,0.0
5626,7027.0,474.0,233.0,2.0,0.0,17.0,7.0,3171.0,1.0,1.0,1.0,244.0,0.0
5627,5187.0,451.0,263.0,0.0,1.0,11.0,4.0,4322.0,0.0,1.0,1.0,7374.0,0.0
5628,3969.0,391.0,290.0,1.0,0.0,26.0,0.0,1965.0,1.0,1.0,1.0,8173.0,0.0
5629,1409.0,2619.0,187.0,2.0,1.0,10.0,4.0,0.0,1.0,0.0,0.0,353.0,0.0
5630,5619.0,1582.0,230.0,2.0,0.0,19.0,9.0,705.0,1.0,1.0,0.0,453.0,0.0
5631,8700.0,2084.0,241.0,0.0,1.0,22.0,5.0,5285.0,0.0,1.0,1.0,9982.0,0.0
5632,993.0,1020.0,253.0,0.0,1.0,26.0,5.0,393.0,0.0,1.0,0.0,7854.0,1.0
5633,6008.0,1572.0,430.0,0.0,1.0,10.0,2.0,0.0,1.0,1.0,0.0,2245.0,0.0
5634,7635.0,2453.0,363.0,0.0,0.0,20.0,2.0,0.0,1.0,0.0,0.0,186.0,0.0
5635,7221.0,1650.0,177.0,2.0,0.0,9.0,1.0,2896.0,0.0,0.0,1.0,2221.0,0.0
5636,2418.0,1563.0,193.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0,1.0,2914.0,0.0
5637,9107.0,2878.0,158.0,0.0,0.0,11.0,8.0,0.0,1.0,1.0,1.0,9469.0,0.0
5638,431.0,2523.0,338.0,0.0,0.0,20.0,7.0,0.0,1.0,0.0,0.0,2231.0,0.0
5639,9431.0,1272.0,132.0,0.0,1.0,43.0,8.0,252.0,0.0,1.0,1.0,1074.0,0.0
5640,9396.0,1386.0,86.0,1.0,0.0,6.0,2.0,1277.0,1.0,0.0,0.0,8123.0,1.0
5641,3842.0,1529.0,284.0,1.0,1.0,24.0,2.0,1120.0,1.0,1.0,0.0,422.0,0.0
5642,6893.0,711.0,391.0,2.0,0.0,23.0,4.0,0.0,0.0,1.0,0.0,6670.0,0.0
5643,8666.0,2740.0,225.0,2.0,0.0,18.0,6.0,0.0,0.0,1.0,1.0,647.0,1.0
5644,8728.0,1822.0,347.0,2.0,0.0,19.0,8.0,1627.0,0.0,1.0,1.0,6464.0,0.0
5645,8793.0,2845.0,326.0,2.0,0.0,24.0,0.0,6314.0,0.0,1.0,0.0,4959.0,1.0
5646,7603.0,1313.0,135.0,1.0,0.0,17.0,9.0,3082.0,0.0,1.0,0.0,1997.0,1.0
5647,1961.0,2415.0,269.0,0.0,1.0,1.0,5.0,3883.0,0.0,1.0,1.0,1976.0,0.0
5648,1354.0,2760.0,134.0,0.0,1.0,17.0,7.0,5947.0,0.0,0.0,1.0,4747.0,0.0
5649,7489.0,2508.0,238.0,2.0,1.0,11.0,6.0,0.0,1.0,1.0,1.0,4439.0,0.0
5650,3155.0,2775.0,225.0,1.0,0.0,18.0,10.0,523.0,0.0,1.0,0.0,6871.0,0.0
5651,8017.0,909.0,130.0,1.0,0.0,43.0,0.0,3666.0,0.0,1.0,1.0,5494.0,0.0
5652,9402.0,895.0,300.0,0.0,0.0,11.0,9.0,0.0,1.0,0.0,0.0,9976.0,0.0
5653,157.0,972.0,296.0,1.0,0.0,23.0,2.0,5600.0,0.0,1.0,0.0,7916.0,0.0
5654,7250.0,909.0,286.0,2.0,0.0,25.0,3.0,4341.0,1.0,1.0,1.0,4811.0,0.0
5655,286.0,1552.0,304.0,2.0,1.0,45.0,1.0,5213.0,0.0,1.0,1.0,6371.0,1.0
5656,6852.0,1608.0,272.0,0.0,0.0,9.0,9.0,0.0,1.0,1.0,0.0,7583.0,0.0
5657,7904.0,449.0,105.0,0.0,1.0,12.0,0.0,1032.0,0.0,0.0,1.0,1371.0,0.0
5658,9954.0,1621.0,356.0,2.0,1.0,23.0,9.0,0.0,0.0,1.0,0.0,1589.0,1.0
5659,2897.0,1969.0,155.0,0.0,0.0,34.0,2.0,0.0,0.0,1.0,0.0,6889.0,1.0
5660,6864.0,2089.0,315.0,2.0,1.0,50.0,0.0,2728.0,0.0,1.0,1.0,1419.0,0.0
5661,1908.0,83.0,81.0,0.0,0.0,8.0,5.0,0.0,1.0,1.0,0.0,5440.0,0.0
5662,3752.0,2077.0,312.0,0.0,0.0,22.0,7.0,0.0,1.0,0.0,1.0,6147.0,0.0
5663,7978.0,1047.0,459.0,0.0,0.0,20.0,2.0,0.0,1.0,1.0,0.0,448.0,0.0
5664,3821.0,9.0,276.0,2.0,1.0,53.0,4.0,4616.0,0.0,0.0,1.0,4732.0,1.0
5665,8008.0,1437.0,168.0,0.0,1.0,15.0,9.0,2448.0,1.0,1.0,0.0,5540.0,0.0
5666,3348.0,2076.0,245.0,2.0,1.0,42.0,7.0,3606.0,0.0,1.0,1.0,7096.0,1.0
5667,6127.0,737.0,281.0,0.0,0.0,16.0,8.0,0.0,1.0,1.0,1.0,802.0,0.0
5668,6203.0,756.0,276.0,0.0,1.0,24.0,7.0,0.0,0.0,0.0,1.0,5435.0,1.0
5669,5645.0,523.0,257.0,1.0,1.0,15.0,7.0,4501.0,1.0,0.0,1.0,8569.0,0.0
5670,5760.0,1093.0,106.0,0.0,1.0,14.0,8.0,0.0,1.0,1.0,0.0,3345.0,0.0
5671,9575.0,2473.0,352.0,0.0,0.0,55.0,6.0,0.0,1.0,0.0,1.0,5412.0,0.0
5672,2217.0,1716.0,228.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,0.0,9706.0,0.0
5673,279.0,1454.0,248.0,2.0,1.0,16.0,5.0,4776.0,1.0,0.0,0.0,1661.0,0.0
5674,8060.0,1390.0,149.0,2.0,1.0,10.0,8.0,0.0,1.0,0.0,0.0,9868.0,0.0
5675,7678.0,247.0,375.0,0.0,0.0,8.0,3.0,1889.0,0.0,1.0,1.0,17.0,0.0
5676,86.0,2927.0,358.0,0.0,0.0,8.0,6.0,0.0,1.0,0.0,1.0,1715.0,0.0
5677,7905.0,694.0,264.0,1.0,1.0,14.0,9.0,2646.0,0.0,1.0,0.0,4086.0,0.0
5678,6666.0,1996.0,239.0,0.0,1.0,15.0,9.0,0.0,1.0,1.0,0.0,3210.0,0.0
5679,2202.0,680.0,387.0,1.0,0.0,15.0,4.0,2450.0,1.0,1.0,0.0,4167.0,0.0
5680,9533.0,2587.0,366.0,1.0,0.0,12.0,6.0,5839.0,0.0,0.0,0.0,3561.0,1.0
5681,6192.0,1233.0,138.0,2.0,0.0,21.0,2.0,693.0,0.0,1.0,1.0,6163.0,0.0
5682,7740.0,588.0,229.0,2.0,1.0,11.0,9.0,0.0,1.0,1.0,0.0,657.0,0.0
5683,3413.0,2814.0,224.0,0.0,0.0,43.0,1.0,1890.0,0.0,1.0,0.0,3112.0,1.0
5684,9184.0,1826.0,344.0,0.0,0.0,7.0,3.0,1072.0,0.0,0.0,0.0,1411.0,0.0
5685,9830.0,576.0,314.0,2.0,0.0,29.0,3.0,207.0,0.0,0.0,1.0,1421.0,1.0
5686,5921.0,507.0,253.0,2.0,0.0,28.0,6.0,2.0,0.0,0.0,0.0,7837.0,1.0
5687,5038.0,929.0,114.0,1.0,0.0,19.0,6.0,5796.0,1.0,0.0,1.0,6281.0,0.0
5688,4648.0,1476.0,80.0,1.0,1.0,5.0,6.0,1920.0,1.0,1.0,0.0,6612.0,0.0
5689,1866.0,1442.0,331.0,2.0,0.0,32.0,0.0,4251.0,0.0,1.0,1.0,6445.0,0.0
5690,4423.0,2449.0,186.0,2.0,0.0,21.0,4.0,0.0,1.0,1.0,0.0,4562.0,0.0
5691,1405.0,1268.0,353.0,2.0,1.0,26.0,5.0,3247.0,0.0,1.0,0.0,4097.0,0.0
5692,3867.0,757.0,182.0,0.0,0.0,12.0,6.0,0.0,1.0,1.0,0.0,3286.0,0.0
5693,7477.0,2582.0,262.0,0.0,0.0,14.0,4.0,742.0,0.0,0.0,1.0,1167.0,0.0
